,TMP,OXYGEN,SAL,TCARBN,ALKALI,PHSPHT,SILCAT,PRS,PH
227147,18.1502,214.1,35.4701,2054.3,2325.3,0.19,0.41,226.2,8.0810003
227148,16.8731,206.6,35.3647,2069.5,2319.8,0.31,0.82,275.9,8.0620003
227149,15.3004,203.3,35.208,2084.9,2312.0,0.48,1.22,326.1,8.0419998
227150,13.3311,203.0,34.9865,2099.0,2302.1,0.72,1.83,375.8,8.0240002
227151,11.6394,204.4,34.803398,2112.5,2293.0,0.96,2.84,426.2,8.0
227152,9.7923,212.1,34.6143,2123.9,2285.7,1.2,4.05,476.6,7.9850001
227153,8.2239,223.8,34.463299,2131.2,2280.9,1.4,5.27,526.8,7.9790001
227154,6.9921,234.9,34.377399,2138.1,2279.9,1.55,7.09,647.3,7.974
227155,6.2027,234.3,34.332298,2145.8,2278.7,1.7,10.34,747.2,7.9580002
227156,5.5214,224.4,34.3102,2158.0,2284.3,1.85,15.41,847.8,7.9460001
227157,4.9366,207.6,34.3167,2178.0,2291.7,2.05,24.17,948.5,7.914
227158,4.3473,190.5,34.3498,2202.5,2301.8,2.22,35.82,1048.8,7.875
227159,3.7857,176.4,34.402302,2223.7,2314.8,2.34,49.76,1149.8,7.8530002
227160,3.4045,169.7,34.447899,2237.7,2326.9,2.4,61.07,1250.2,7.8470001
227161,3.165,165.8,34.480202,2247.7,2336.6,2.42,69.12,1351.1,7.8439999
227162,2.8778,161.2,34.5219,2261.3,2349.6,2.46,80.07,1452.4,7.8410001
227163,2.649,158.3,34.555901,2271.9,2361.2,2.47,89.82,1552.8,7.842
227164,2.3715,155.1,34.595798,2285.1,2374.8,2.5,101.64,1754.9,7.8369999
227165,2.1708,152.8,34.623901,2295.7,2382.2,2.5,111.21,1956.7,7.8210001
227166,2.0569,152.2,34.6381,2301.5,2390.1,2.51,116.62,2118.8,7.822
227167,1.9299,151.9,34.6521,2306.6,2396.3,2.51,122.04,2371.8,7.816
227168,1.8247,154.2,34.662201,2308.1,2396.8,2.51,124.95,2624.6,7.8039999
227169,1.7426,157.7,34.669601,2306.7,2398.4,2.49,126.19,2877.7,7.8039999
227170,1.6655,162.6,34.6763,2303.6,2398.1,2.46,126.19,3132.3,7.803
227171,1.5999,167.3,34.6824,2299.6,2393.7,2.44,125.57,3386.0,7.7930002
227172,1.5197,173.7,34.689098,2293.5,2389.5,2.4,124.53,3691.9,7.7880001
227173,1.4242,181.7,34.696999,2286.2,2386.2,2.36,122.65,3996.7,7.789
227174,1.3528,189.2,34.702599,2279.5,2379.9,2.32,120.97,4303.6,7.7789998
227175,1.3243,192.0,34.705502,2276.2,2377.4,2.29,120.14,4558.7,7.7719998
227176,1.343,192.7,34.705799,2276.0,2378.4,2.3,120.14,4774.5,7.7659998
227178,21.1471,228.2,35.594601,2027.3,2335.5,0.08,0.25,45.9,8.1029997
227179,20.1111,228.8,35.603802,2031.2,2334.8,0.09,0.46,90.7,8.1099997
227180,19.4198,224.5,35.555599,2039.4,2331.4,0.09,0.46,141.1,8.1000004
227181,18.6534,217.8,35.507401,2049.0,2327.5,0.13,0.46,190.7,8.0869999
227183,16.1168,205.7,35.297401,2080.4,2315.9,0.39,0.87,290.8,8.0459995
227185,12.4242,201.6,34.873699,2108.4,2296.0,0.86,2.5,390.9,8.0050001
227187,9.2241,215.2,34.559601,2128.6,2284.6,1.26,4.33,491.5,7.98
227189,6.661,238.4,34.3592,2143.8,2280.0,1.59,7.98,677.3,7.9629998
227191,5.4266,222.0,34.310101,2164.3,2284.3,1.89,16.51,877.8,7.9289999
227193,4.2206,187.1,34.361099,2206.6,2304.4,2.24,38.53,1079.0,7.8709998
227213,26.5534,207.7,35.562599,2021.6,2332.8,0.08,0.41,1.8,8.0290003
227214,23.6524,216.9,35.505402,2018.4,2329.9,0.09,0.41,29.7,8.073
227215,21.4176,227.4,35.591499,2025.8,2334.0,0.09,0.41,54.7,8.099
227216,20.7098,228.8,35.594002,2028.4,2334.9,0.08,0.41,79.7,8.1059999
227217,20.0341,221.1,35.572201,2036.8,2332.2,0.1,0.41,104.6,8.0970001
227218,18.7416,217.3,35.5131,2050.8,2328.2,0.14,0.41,154.8,8.085
227219,17.6506,216.8,35.451599,2060.2,2324.9,0.19,0.62,204.4,8.0780001
227220,16.8805,213.7,35.4188,2068.0,2322.4,0.25,0.62,254.6,8.0699997
227221,15.0136,203.2,35.218899,2088.5,2312.5,0.5,1.42,304.8,8.0410004
227222,13.0249,200.5,34.961102,2105.7,2299.7,0.78,2.22,354.8,8.0100002
227223,11.5506,205.3,34.782398,2114.9,2291.9,0.96,2.82,405.0,7.9949999
227224,10.2118,209.7,34.648602,2123.8,2286.5,1.13,3.63,455.2,7.9809999
227225,8.9283,218.0,34.5275,2131.3,2282.8,1.3,4.63,505.2,7.973
227226,7.1665,231.1,34.387199,2140.8,2278.6,1.55,7.05,605.6,7.9619999
227227,6.4437,234.6,34.345402,2145.5,2279.2,1.65,9.26,705.9,7.9580002
227228,5.7912,229.8,34.312901,2153.9,2282.1,1.79,12.69,806.3,7.9489999
227229,5.2167,215.6,34.310001,2170.4,2286.7,1.97,19.55,906.8,7.9200001
227230,4.6596,197.7,34.3279,2190.6,2294.5,2.14,28.65,1007.4,7.8870001
227231,4.2111,183.0,34.362202,2210.0,2304.8,2.28,39.41,1108.2,7.8610001
227232,3.7599,174.0,34.4067,2226.7,2317.1,2.36,50.81,1208.8,7.848
227233,3.3577,167.5,34.4561,2243.1,2330.3,2.42,63.06,1309.6,7.8379998
227234,3.0797,163.6,34.494499,2254.2,2341.0,2.45,72.89,1410.4,7.836
227235,2.8271,160.8,34.5308,2262.9,2350.4,2.45,81.7,1510.6,7.836
227236,2.6036,157.8,34.565201,2275.1,2361.9,2.47,90.73,1611.7,7.8319998
227237,2.4509,155.5,34.591301,2283.0,2368.7,2.48,97.32,1712.6,7.8260002
227238,2.3688,153.8,34.6054,2288.2,2375.0,2.5,101.62,1814.0,7.8260002
227239,2.2433,152.0,34.623199,2295.5,2381.8,2.51,108.43,1914.5,7.8210001
227240,2.1647,150.1,34.632999,2300.4,2386.9,2.52,112.74,2015.4,7.8179998
227241,1.9952,148.0,34.6502,2310.0,2395.9,2.54,121.81,2268.7,7.8080001
227242,1.8412,149.3,34.6628,2313.3,2402.4,2.54,127.37,2521.8,7.809
227244,1.6825,157.3,34.676701,2308.3,2399.5,2.5,129.0,3029.4,7.7969999
227245,1.5674,166.8,34.685299,2300.4,2395.0,2.45,126.29,3283.1,7.7989998
227246,1.5443,169.5,34.687199,2297.1,2392.2,2.44,125.65,3384.7,7.7969999
227247,1.5094,172.3,34.689701,2294.6,2391.7,2.42,125.01,3486.6,7.8000002
227248,1.4731,175.3,34.692101,2293.2,2389.9,2.4,123.95,3588.5,7.7950001
227249,25.4394,208.5,35.548801,2016.6,2332.7,0.07,0.62,2.3,8.0539999
227250,21.6828,225.9,35.596298,2020.9,2336.3,0.07,0.62,40.0,8.1070004
227251,20.3049,229.8,35.573502,2027.8,2332.8,0.06,0.62,75.2,8.1110001
227252,19.3109,226.0,35.543701,2034.5,2331.3,0.08,0.62,125.3,8.1110001
227254,16.9075,206.5,35.365398,2069.4,2319.9,0.3,0.82,225.0,8.0640001
227256,14.2417,203.4,35.072601,2091.9,2304.4,0.6,1.62,325.2,8.0310001
227258,10.5967,207.3,34.681198,2118.2,2287.3,1.09,3.64,425.3,7.9920001
227260,8.3065,222.2,34.4734,2131.8,2280.7,1.38,5.26,525.4,7.9759998
227261,6.7223,235.2,34.356701,2139.9,2279.6,1.59,8.08,646.1,7.973
227263,5.5098,223.2,34.308899,2159.4,2283.3,1.87,15.79,847.3,7.9400001
227265,4.3734,191.8,34.349201,2198.6,2299.9,2.2,35.32,1048.2,7.881
227285,25.3875,209.1,35.518799,2013.2,2331.3,0.09,0.45,3.6,8.0579996
227286,23.816,213.8,35.5336,2015.9,2331.1,0.09,0.65,21.3,8.0769997
227287,21.9357,223.2,35.581299,2022.3,2334.3,0.09,0.45,46.4,8.0979996
227288,20.1276,227.1,35.582298,2031.7,2333.9,0.08,0.65,91.0,8.1079998
227289,18.9209,221.4,35.520302,2043.7,2329.7,0.11,0.66,141.1,8.0979996
227290,17.748,219.4,35.445,2056.4,2324.6,0.18,0.66,189.9,8.0839996
227291,16.9288,222.2,35.4198,2060.4,2321.0,0.19,0.66,240.8,8.0810003
227292,15.4892,203.6,35.2491,2084.7,2313.1,0.45,1.27,290.9,8.0419998
227293,13.9235,202.0,35.048801,2096.4,2303.6,0.65,1.88,341.5,8.0240002
227294,12.156,202.7,34.8554,2109.4,2295.1,0.89,2.68,391.4,8.0050001
227295,10.5425,207.1,34.6852,2119.0,2287.0,1.1,3.69,441.5,7.9889998
227296,8.8618,217.9,34.516499,2130.3,2282.2,1.32,4.89,491.6,7.9759998
227297,7.4135,227.9,34.397301,2138.1,2278.6,1.51,6.51,577.2,7.967
227298,6.6159,236.8,34.3535,2140.4,2278.0,1.6,8.11,677.3,7.9679999
227299,6.0126,233.1,34.3232,2147.6,2280.0,1.73,11.33,777.7,7.9590001
227300,5.4904,222.5,34.309898,2161.1,2282.9,1.9,16.15,878.1,7.9330001
227301,4.9099,207.2,34.3186,2179.4,2290.5,2.05,24.42,979.1,7.9060001
227302,4.4092,193.1,34.345299,2197.8,2298.3,2.19,34.13,1079.2,7.8769999
227304,3.8771,181.2,34.390598,2217.4,2311.8,2.31,45.89,1180.2,7.8610001
227305,3.454,172.2,34.438301,2234.8,2325.0,2.38,58.1,1281.0,7.848
227306,2.9257,163.6,34.512501,2257.5,2344.4,2.45,76.28,1482.0,7.835
227307,2.7012,160.6,34.547901,2266.5,2352.3,2.47,84.47,1583.2,7.8299999
227308,2.3859,154.6,34.6031,2283.2,2373.0,2.48,100.08,1785.0,7.836
227309,2.1827,150.9,34.630699,2296.0,2384.0,2.51,111.4,1987.4,7.8239999
227310,2.0371,149.6,34.645401,2303.5,2392.4,2.53,119.02,2189.5,7.8200002
227311,1.8906,149.2,34.658798,2310.0,2400.3,2.54,125.61,2442.3,7.8150001
227312,1.8051,151.3,34.666599,2310.3,2401.8,2.53,128.08,2696.1,7.8099999
227313,1.7191,155.9,34.674198,2308.0,2401.2,2.5,128.69,2949.4,7.8060002
227314,1.6294,163.0,34.681599,2302.4,2396.7,2.46,127.23,3203.3,7.8000002
227315,1.4991,173.3,34.691399,2291.9,2389.7,2.41,124.13,3458.3,7.803
227316,1.3869,182.1,34.698601,2282.4,2382.7,2.35,122.28,3712.3,7.802
227317,1.3034,189.1,34.7033,2276.7,2378.7,2.32,120.61,3967.4,7.7989998
227318,1.2892,192.0,34.705002,2274.7,2377.5,2.31,120.39,4201.9,7.7919998
227319,1.3055,192.2,34.705502,2273.8,2376.2,2.29,120.38,4457.5,7.7800002
227320,1.3293,192.4,34.705601,2274.3,2377.7,2.29,120.17,4678.9,7.7740002
227321,24.9097,209.2,35.495499,2011.6,2334.5,0.1,0.48,5.8,8.073
227322,22.1683,221.3,35.5741,2020.4,2333.9,0.1,0.49,40.8,8.0970001
227323,20.03,228.4,35.584301,2032.6,2334.2,0.1,0.49,91.6,8.1079998
227324,19.0716,221.8,35.530602,2042.4,2329.8,0.11,0.5,143.1,8.0979996
227326,16.3086,203.7,35.313499,2078.7,2316.3,0.38,0.92,244.6,8.0489998
227328,12.9281,201.9,34.936901,2103.9,2299.0,0.77,2.13,346.6,8.0150003
227330,9.9802,212.2,34.660301,2125.4,2287.9,1.13,3.75,448.7,7.9840002
227332,7.8861,223.3,34.437099,2136.6,2279.4,1.46,5.97,550.7,7.9660001
227333,6.8079,235.0,34.3671,2140.7,2279.7,1.59,7.78,653.0,7.9689999
227335,5.5401,223.7,34.314999,2159.7,2284.1,1.87,15.63,857.4,7.9400001
227337,4.3882,194.8,34.3438,2197.4,2298.7,2.2,33.6,1062.0,7.8800001
227357,23.8239,213.2,35.526001,2031.6,2328.9,0.09,0.41,2.5,8.0480003
227358,22.4184,220.5,35.462601,2030.3,2324.3,0.07,0.41,34.1,8.0640001
227359,19.0661,235.7,35.511299,2037.4,2327.7,0.08,0.41,69.8,8.1059999
227360,18.4366,238.8,35.520901,2043.3,2327.7,0.09,0.41,89.0,8.1049995
227361,17.4901,233.6,35.4496,2048.9,2324.5,0.11,0.61,120.2,8.1040001
227362,16.7817,226.9,35.432999,2060.0,2323.7,0.17,0.61,169.9,8.0909996
227363,15.7692,214.5,35.295502,2077.2,2314.6,0.34,1.01,221.0,8.0579996
227364,14.3255,203.5,35.1203,2094.6,2306.5,0.57,1.6,270.2,8.0290003
227365,12.8079,203.3,34.935699,2106.0,2297.9,0.77,2.2,322.0,8.0100002
227366,11.3497,205.4,34.7766,2116.6,2291.6,0.97,2.8,370.8,7.9949999
227367,9.7677,211.8,34.613701,2126.6,2284.0,1.17,3.79,422.1,7.9770002
227368,8.5242,221.1,34.5033,2133.5,2280.4,1.34,4.79,473.2,7.9689999
227369,7.9664,228.0,34.4604,2135.6,2280.9,1.4,5.39,522.8,7.9720001
227370,6.8557,240.3,34.377399,2138.9,2280.8,1.54,7.19,644.0,7.9759998
227371,6.2793,237.1,34.340801,2145.2,2280.7,1.66,9.58,744.3,7.9640002
227372,5.7161,230.2,34.312599,2154.0,2282.3,1.8,13.17,846.2,7.9489999
227373,5.1412,216.6,34.308201,2170.2,2286.5,1.95,19.78,942.3,7.9200001
227374,4.5213,201.3,34.3256,2188.8,2295.2,2.13,29.02,1048.5,7.895
227375,4.0723,189.5,34.3605,2206.1,2305.9,2.25,38.9,1150.0,7.8759999
227376,3.5791,179.2,34.408001,2224.3,2315.6,2.34,50.83,1249.3,7.8520002
227377,3.2061,171.7,34.4561,2239.3,2328.7,2.4,62.0,1351.8,7.8460002
227378,2.9051,165.4,34.507401,2255.4,2339.5,2.43,73.39,1454.5,7.8280001
227379,2.6869,161.0,34.548302,2267.2,2352.1,2.46,83.4,1556.2,7.829
227380,2.5193,157.5,34.579601,2277.0,2361.7,2.48,91.98,1658.7,7.8249998
227381,2.4004,155.1,34.599899,2284.7,2370.8,2.49,98.53,1756.0,7.8260002
227382,2.2023,151.5,34.6287,2296.7,2383.0,2.51,109.4,1960.4,7.8200002
227383,2.0676,149.4,34.643101,2304.8,2392.0,2.54,116.59,2119.9,7.8169999
227384,1.9148,148.7,34.656601,2311.2,2399.7,2.55,124.21,2376.2,7.8119998
227385,1.8063,151.2,34.666,2312.3,2401.2,2.53,127.09,2674.3,7.803
227386,1.704,156.3,34.6749,2308.3,2400.4,2.5,127.72,2930.6,7.8039999
227387,1.6078,164.2,34.682999,2301.2,2395.0,2.45,125.87,3187.8,7.8000002
227388,1.4963,173.0,34.6912,2293.1,2390.6,2.41,123.41,3445.4,7.803
227389,1.3994,181.2,34.697399,2285.6,2383.0,2.36,121.77,3703.3,7.7940001
227390,1.3354,187.3,34.701401,2280.0,2381.6,2.33,120.56,3962.1,7.7969999
227391,1.3005,190.4,34.703899,2277.6,2377.4,2.31,120.15,4219.7,7.7820001
227392,1.2977,191.4,34.7047,2278.3,2378.7,2.3,119.95,4349.0,7.7789998
227393,23.6321,213.1,35.507702,2026.4,2328.7,0.08,0.24,3.4,8.059
227394,19.6659,236.2,35.534199,2037.1,2328.6,0.08,0.24,41.8,8.1000004
227395,18.5112,236.9,35.488499,2037.5,2326.2,0.08,0.25,87.5,8.1120005
227396,17.566,227.9,35.4627,2050.1,2324.4,0.11,0.25,139.3,8.099
227398,15.4787,211.5,35.230801,2078.2,2312.8,0.37,0.66,235.9,8.0570002
227400,12.3457,203.9,34.888401,2108.1,2295.4,0.82,2.06,338.9,8.007
227402,9.4354,216.8,34.599602,2127.0,2285.8,1.18,3.68,435.9,7.9850001
227404,7.5109,235.3,34.417702,2135.2,2278.5,1.43,5.48,574.4,7.9720001
227405,6.822,241.5,34.373199,2137.7,2279.2,1.53,7.08,676.9,7.9749999
227407,5.5075,224.3,34.310799,2159.6,2283.3,1.86,15.32,877.0,7.9380002
227409,4.3823,196.0,34.339401,2194.6,2298.7,2.16,32.84,1077.2,7.888
227430,22.7436,216.1,35.390598,2029.1,2319.4,0.09,0.41,4.5,8.0550003
227434,22.7356,216.2,35.390999,2028.9,2321.0,0.09,0.41,22.5,8.0570002
227435,19.5157,236.5,35.526901,2038.7,2327.8,0.09,0.41,48.0,8.0979996
227436,18.862,237.9,35.500599,2038.8,2327.6,0.09,0.41,73.1,8.1070004
227439,18.3933,238.8,35.471901,2039.7,2324.5,0.1,0.41,98.8,8.1070004
227440,17.5682,232.5,35.445202,2047.3,2324.6,0.11,0.41,150.4,8.1040001
227441,16.8387,225.0,35.3741,2058.6,2318.8,0.19,0.41,200.9,8.0839996
227442,15.4337,208.4,35.267399,2083.6,2313.4,0.42,1.01,252.9,8.0469999
227445,13.6082,203.3,35.051399,2100.5,2302.4,0.66,1.81,304.0,8.0190001
227446,12.1175,204.0,34.8605,2110.6,2295.1,0.87,2.41,355.4,8.0039997
227447,11.0426,213.3,34.785801,2117.7,2290.9,0.96,2.61,406.1,7.994
227448,9.8343,215.7,34.647301,2125.1,2286.2,1.09,3.21,452.7,7.9840002
227449,8.7975,222.0,34.5327,2131.2,2280.8,1.23,4.01,502.9,7.9699998
227450,7.4412,234.5,34.4188,2136.2,2280.3,1.42,5.61,604.5,7.974
227451,6.745,239.0,34.371399,2139.8,2278.9,1.54,7.41,704.8,7.9679999
227452,6.0658,233.9,34.328999,2148.8,2281.0,1.68,10.62,806.4,7.9559999
227453,5.4473,221.8,34.311501,2163.3,2285.7,1.86,16.25,906.0,7.934
227454,4.8879,208.3,34.318298,2179.4,2289.8,2.02,23.91,1007.2,7.9039998
227455,4.3037,196.4,34.3391,2197.6,2299.3,2.16,33.4,1109.7,7.881
227456,3.9075,187.7,34.366001,2211.6,2306.9,2.25,41.5,1209.3,7.862
227457,3.4242,176.6,34.419102,2229.8,2320.3,2.35,54.09,1312.1,7.849
227458,3.0973,169.0,34.4702,2245.7,2333.5,2.4,65.7,1413.6,7.8400002
227459,2.8364,164.6,34.516102,2257.2,2343.3,2.42,75.92,1515.8,7.8330002
227460,2.6439,160.6,34.553398,2266.7,2355.2,2.45,85.54,1616.8,7.8369999
227461,2.4787,157.3,34.584499,2278.2,2362.8,2.45,94.15,1719.4,7.823
227462,2.3494,154.7,34.6063,2285.5,2373.8,2.47,101.34,1819.3,7.8309999
227463,2.1737,151.7,34.630901,2296.3,2383.9,2.48,111.21,2025.4,7.822
227464,1.9906,150.2,34.649799,2305.3,2393.7,2.5,120.28,2265.0,7.816
227465,1.8674,150.7,34.6609,2309.4,2399.3,2.5,125.63,2523.1,7.8109999
227467,1.6591,160.5,34.679401,2304.4,2397.1,2.45,127.68,3039.2,7.802
227468,1.5456,169.2,34.689499,2295.6,2390.0,2.41,125.41,3296.2,7.7989998
227469,1.4438,177.7,34.695499,2287.7,2385.2,2.36,123.54,3555.4,7.7989998
227470,1.364,184.4,34.699501,2282.1,2382.2,2.33,122.51,3809.7,7.7979999
227471,1.2804,190.6,34.703899,2275.7,2377.5,2.3,121.06,4105.4,7.7930002
227472,1.2709,192.5,34.705101,2274.6,2378.4,2.28,120.85,4316.5,7.7909999
227473,22.565,217.2,35.411598,2030.1,2324.2,0.09,0.44,2.5,8.0629997
227474,19.6245,236.2,35.528,2037.6,2328.2,0.09,0.44,43.7,8.099
227475,18.5729,237.8,35.490799,2039.1,2325.9,0.09,0.45,78.9,8.1079998
227476,17.7476,232.4,35.459999,2045.2,2323.9,0.1,0.45,128.6,8.1049995
227477,17.1828,225.2,35.4147,2055.0,2321.2,0.15,0.46,179.1,8.0900002
227478,16.1493,217.3,35.314602,2069.0,2315.0,0.27,0.65,229.5,8.0679998
227480,13.4791,203.0,35.026901,2101.1,2301.7,0.68,1.66,329.3,8.0179996
227482,10.5467,209.1,34.703098,2121.5,2288.3,1.07,3.06,430.4,7.9860001
227484,8.0018,226.8,34.4515,2134.3,2279.8,1.39,4.85,530.3,7.9720001
227485,6.9856,241.0,34.383499,2137.7,2278.3,1.52,6.45,651.2,7.9710002
227486,6.4063,239.4,34.344898,2142.1,2279.2,1.63,8.65,751.9,7.967
227487,5.8777,228.9,34.323601,2152.9,2280.5,1.78,12.64,852.8,7.9450002
227488,5.3986,218.6,34.315399,2164.2,2284.9,1.92,17.63,953.1,7.928
227489,4.7693,205.3,34.322701,2182.6,2291.8,2.07,25.84,1054.2,7.9000001
227490,4.1016,193.1,34.3493,2203.0,2301.9,2.23,36.69,1155.2,7.8730001
227491,3.6543,184.9,34.384399,2216.5,2310.5,2.31,45.96,1255.9,7.8600001
227492,3.1998,175.1,34.443699,2236.5,2322.2,2.39,58.9,1356.7,7.835
227509,22.8903,215.7,35.448799,2030.2,2325.9,0.08,0.44,1.9,8.0609999
227510,19.3449,237.8,35.556,2043.6,2327.9,0.08,0.44,46.9,8.092
227511,17.6128,241.2,35.4785,2045.4,2324.3,0.09,0.45,91.9,8.1079998
227512,16.4884,221.3,35.412201,2067.7,2322.6,0.22,0.65,141.9,8.0810003
227513,15.4592,211.7,35.2822,2081.8,2314.3,0.37,1.05,192.2,8.0539999
227514,13.9313,200.8,35.136398,2101.9,2306.3,0.64,1.84,242.4,8.0200005
227515,12.8292,202.6,35.022701,2110.9,2300.7,0.77,2.43,292.5,8.0050001
227516,11.2452,206.4,34.826,2121.1,2292.4,0.98,3.03,342.6,7.9879999
227517,9.402,217.0,34.601601,2127.1,2284.8,1.18,3.82,392.9,7.9850001
227518,8.3843,227.9,34.501801,2135.6,2281.1,1.3,4.42,443.2,7.9689999
227519,7.8201,234.9,34.452801,2134.9,2279.4,1.37,4.81,493.7,7.974
227520,7.2775,237.6,34.415401,2137.2,2279.2,1.47,6.01,579.0,7.9720001
227521,6.7353,241.0,34.372002,2140.6,2280.5,1.56,7.59,679.1,7.9710002
227522,6.1891,233.3,34.3391,2148.0,2280.5,1.69,10.56,779.7,7.9559999
227523,5.6426,225.4,34.313599,2159.1,2281.5,1.84,14.14,880.7,7.9330001
227524,5.0497,211.4,34.316002,2175.8,2287.9,2.0,21.69,981.5,7.9070001
227525,4.414,198.5,34.334099,2195.3,2295.9,2.15,31.25,1081.7,7.8779998
227526,3.7553,184.7,34.3806,2218.1,2309.9,2.3,44.65,1182.7,7.855
227527,3.3689,177.3,34.422298,2231.0,2319.5,2.37,54.49,1283.9,7.8449998
227528,3.0357,169.5,34.476601,2247.9,2332.6,2.42,66.18,1385.0,7.8319998
227529,2.8238,165.9,34.5149,2256.3,2339.4,2.44,73.44,1486.4,7.8249998
227530,2.653,161.0,34.555199,2266.3,2350.4,2.46,82.96,1588.0,7.8249998
227531,2.5274,157.6,34.583,2274.5,2360.7,2.47,90.86,1689.1,7.8280001
227532,2.3727,153.8,34.609501,2285.8,2372.5,2.48,100.61,1789.8,7.8270001
227533,2.2769,152.3,34.6231,2291.4,2378.2,2.5,105.5,1890.9,7.8239999
227534,2.187,151.2,34.632999,2295.9,2384.1,2.51,110.18,1992.1,7.8249998
227535,2.0443,149.6,34.646,2303.8,2392.1,2.52,117.52,2195.1,7.8179998
227536,1.9179,149.6,34.656502,2310.4,2398.1,2.53,123.64,2449.2,7.8070002
227537,1.8088,151.2,34.6661,2312.4,2401.7,2.52,127.12,2702.9,7.803
227538,1.7187,154.8,34.6749,2310.4,2401.8,2.5,128.56,2957.5,7.8000002
227539,1.5882,166.0,34.687401,2300.4,2393.7,2.44,125.72,3293.7,7.7950001
227540,1.4328,178.7,34.6964,2288.1,2385.8,2.37,122.46,3701.0,7.7940001
227541,1.3196,188.5,34.7029,2279.0,2378.7,2.32,120.23,4110.6,7.7859998
227542,1.2435,195.8,34.707001,2272.9,2374.1,2.29,119.82,4519.1,7.7750001
227543,1.2303,197.2,34.708199,2271.4,2372.8,2.27,119.42,4704.2,7.7690001
227544,1.2282,198.0,34.708599,2270.8,2372.0,2.27,119.23,4806.8,7.7639999
227546,16.9607,236.4,35.441101,2051.6,2321.8,0.12,0.57,107.5,8.1029997
227547,15.8536,219.4,35.335098,2071.1,2315.6,0.28,0.76,157.4,8.0719995
227548,14.4618,202.3,35.187801,2094.1,2309.6,0.56,1.55,207.5,8.0360003
227550,13.2333,201.8,35.061001,2106.0,2302.8,0.72,2.15,257.7,8.0150003
227551,11.6719,206.7,34.876499,2115.0,2295.3,0.9,2.74,308.1,8.0030003
227553,9.002,221.2,34.557098,2128.3,2282.8,1.22,3.92,408.9,7.9829998
227555,7.4358,236.6,34.412102,2135.9,2278.8,1.45,5.69,508.8,7.9749999
227556,6.9071,240.9,34.382999,2136.7,2281.3,1.53,6.89,609.7,7.9840002
227558,5.8629,229.9,34.323601,2152.1,2281.3,1.77,12.65,811.1,7.9510002
227561,4.1761,195.3,34.344101,2199.8,2300.4,2.21,35.43,1113.7,7.8790002
227581,21.7891,221.0,35.280602,2035.9,2312.7,0.1,0.64,4.6,8.0480003
227582,17.8577,248.7,35.3769,2043.2,2319.8,0.1,0.86,43.6,8.1040001
227583,16.8029,248.7,35.339199,2044.8,2317.1,0.12,0.85,78.8,8.1120005
227584,15.762,237.1,35.285301,2058.6,2314.5,0.19,0.65,129.2,8.0970001
227585,14.5745,211.0,35.178001,2087.4,2309.3,0.49,1.44,179.1,8.0489998
227586,13.2907,203.7,35.0569,2103.1,2302.9,0.69,2.02,229.7,8.0220003
227587,11.8287,209.0,34.864498,2112.4,2294.2,0.86,2.61,279.8,8.0050001
227588,10.0937,215.4,34.6744,2120.9,2287.5,1.07,3.4,329.9,7.9970002
227589,9.0629,221.9,34.575298,2128.6,2284.7,1.22,4.22,380.0,7.9860001
227590,8.2783,231.2,34.5014,2131.0,2280.3,1.32,4.81,430.5,7.9809999
227591,7.7448,240.0,34.451099,2132.7,2280.7,1.37,5.21,480.8,7.9840002
227592,7.4652,242.7,34.427799,2133.9,2280.8,1.41,5.61,531.2,7.9840002
227593,6.8368,240.8,34.381401,2138.4,2279.0,1.56,7.6,651.9,7.973
227594,6.3218,236.5,34.3456,2145.3,2283.7,1.66,9.98,752.3,7.9710002
227595,5.7343,223.9,34.322899,2157.6,2283.7,1.84,14.94,853.1,7.9419999
227596,5.0991,210.6,34.321301,2174.8,2289.5,2.01,22.3,954.2,7.915
227597,4.5191,201.3,34.331001,2188.6,2295.2,2.13,30.08,1054.6,7.895
227598,3.8761,191.9,34.3596,2207.4,2305.9,2.26,40.48,1155.2,7.875
227599,3.3602,182.4,34.408298,2224.3,2314.6,2.35,51.92,1256.4,7.8520002
227601,2.8535,167.4,34.507,2250.9,2325.7,2.43,72.29,1458.7,7.8000002
227602,2.6646,161.9,34.551201,2263.6,2336.3,2.45,82.61,1559.4,7.7909999
227603,2.4074,155.4,34.6031,2281.4,2351.0,2.48,98.65,1761.9,7.7750001
227604,2.23,152.2,34.629101,2293.7,2380.8,2.5,108.63,1964.1,7.822
227605,2.0924,151.0,34.643398,2300.5,2388.6,2.51,115.36,2126.5,7.8200002
227606,1.9391,149.2,34.655701,2308.7,2396.8,2.53,123.73,2380.0,7.8109999
227607,1.8328,149.9,34.664501,2312.2,2400.5,2.53,128.23,2633.6,7.802
227608,1.7652,153.0,34.671101,2310.8,2393.4,2.51,129.05,2887.9,7.7750001
227609,1.6858,158.5,34.679798,2306.2,2389.1,2.48,128.67,3142.2,7.7670002
227610,1.5301,175.5,34.697498,2287.7,2383.9,2.38,121.94,3550.3,7.7950001
227611,1.3791,188.0,34.706001,2277.6,2374.2,2.31,118.9,3959.1,7.7820001
227612,1.2365,196.8,34.709599,2269.7,2370.2,2.27,118.7,4368.3,7.7800002
227613,1.1487,202.6,34.711201,2265.2,2366.1,2.25,119.13,4778.4,7.7659998
227614,1.1595,204.5,34.711102,2263.8,2367.1,2.25,119.55,5138.2,7.7579999
